web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576035070-11525","https://losestudiantes.co/","Maria Clara BernalHistoria del Arte","https://losestudiantes.co/universidad-de-los-andes/historia-del-arte/profesores/maria-clara-bernal","Una muy buena profesora. Sus metodologías de enseñanza difieren de las de sus colegas del pregrado en historia del arte, porque motiva la realización de actividades practicas relacionadas con temas teóricos e históricos.","5"
"1576035061-11502","https://losestudiantes.co/","Veronica Uribe HanaberghHistoria del Arte","https://losestudiantes.co/universidad-de-los-andes/historia-del-arte/profesores/veronica-uribe-hanabergh","Considero muy importante tener en cuenta que el curso historia del arte es muy ambicioso en lo que busca, pues intenta hacer un esbozo de toda la historia del arte, esto implica más de 4000 años, diferentes culturas, movimientos, … Por lo cual es un curso pesado y en el cual no es posible profundizar los temas, menos cuando el curso cuenta con 250 personas aproximadamente, por lo cual la información muchas veces es dispersa. La clase tiene cosas buenas y malas, pero hablando de Verónica se nota que es una persona que sabe muchísimo de lo que habla y explica muy bien los temas de habla, en mi opinión mejor que Patricia Zalamea (aunque la clase sea dictada por las dos) pero, así como sabe muchísimo, también puede ser una persona prepotente y en varios momentos llega a ser grosera.Pros: Se cumple con el objetivo de la clase y es muy clara en lo que habla.
Los parciales no son muy difíciles, aunque toca estudiar bastantes cosas.Cons: La materia en sí cuenta con muchas fallas; primero, para ser un cbu toma muchísimo tiempo, y no me refiero a que deba ser sencilla por el simple hecho de ser un curso con esta característica, lo que sucede es que esto se podría corregir fácilmente si la clase no fuera blended, además al ser una clase que requiere abarcar tantos temas no tiene ningún sentido que maneje esta metodología; segundo, la cantidad de gente es demasiada, por lo cual tener contacto con las profesoras es muy difícil; tercero, las clases pueden llegar a ser muy tediosas; cuarto, Verónica llega a ser prepotente y grosera; quinto, hay muchos trabajos que son demasiado aburridos, y la cantidad es bastante.","3.5"
"1576035082-11574","https://losestudiantes.co/","Patricia Zalamea FajardoHistoria del Arte","https://losestudiantes.co/universidad-de-los-andes/historia-del-arte/profesores/patricia-zalamea-fajardo","Patricia es una mujer excepcional con un increíble manejo de los temas de la clase. Supremamente querida y respetuosa.","5"
"1576035073-11535","https://losestudiantes.co/","Olga Isabel Acosta LunaHistoria del Arte","https://losestudiantes.co/universidad-de-los-andes/historia-del-arte/profesores/olga-isabel-acosta-luna","Sus clases son generalmente aburridas, a pesar de todo el conocimiento que tiene del arte colonial, la  metodología en clase deja vacíos  en el aprendizaje de la materia, en  diferentes aspectos. Valoro su disposición, pero al momento de dictar la clase, se convierte en una especie de monotonía , y por lo tanto, es muy poca la atención prestada por los estudiantes.","2"
"1576035080-11568","https://losestudiantes.co/","Juan Carlos GuerreroHistoria del Arte","https://losestudiantes.co/universidad-de-los-andes/historia-del-arte/profesores/juan-carlos-guerrero","Personalmente me gustó la clase y los temas tratados. Expone los temas con fluidez. Pueden llegar a ser tediosas las entregas y trabajos, ya que son varios. Es muy importante la asistencia a clase.Cons: Es un ser prepotente, se queja de los retardos cuando él mismo llega tarde a clase varias veces.","3.7"
"1576035061-11496","https://losestudiantes.co/","Veronica Uribe HanaberghHistoria del Arte","https://losestudiantes.co/universidad-de-los-andes/historia-del-arte/profesores/veronica-uribe-hanabergh","En general es muy buena profesora y persona. La mayoría de los cursos que dicta son cbu pero también obligatorios para los de Historia del Arte, sin embargo siento que sus clases se quedan en el nivel de cbu y no profundiza tanto lo que me parece que podría mejorar.","3.8"
"1576035061-11486","https://losestudiantes.co/","Veronica Uribe HanaberghHistoria del Arte","https://losestudiantes.co/universidad-de-los-andes/historia-del-arte/profesores/veronica-uribe-hanabergh","Verónica es una maestra muy aplicada, comprometida, amable y académica. Es una persona seria, que a la hora de dar clase se toma su trabajo muy en serio y comunica el tema de manera no sólo efectiva, sino interesante. Es bastante estricta, pero esto no es una desventaja ya que esto se deriva de su interés por impartir conocimiento.
Le apasionan los temas que enseña, y es muy entregada a su labor de enseñanza.
Como ser humano, es muy amable, muy personal y es posible llegar a hablar con ella de manera personal incluso aunque los temas de los que se hablen no hagan parte del contenido de sus clases. Apoya a sus estudiantes en sus proyectos académicos extracurriculares, y los aconseja cuando estos le piden opiniones o ayuda.
Es una persona muy amable, no es prepotente y hablar con ella resulta muy interesante.Pros: Aplicada
Comprometida
Interesante
Responsable
Amable
Estricta
Seria","5"
"1576035077-11559","https://losestudiantes.co/","Dario Velandia OnofreHistoria del Arte","https://losestudiantes.co/universidad-de-los-andes/historia-del-arte/profesores/dario-velandia-onofre","Son clases en las que verdaderamente se expande el conocimiento. Sabe muchísimo y explica muy bien. Pros: Sus clases con demasiado interesantes, y hacen que uno se apasione por el tema. Cons: No creo que deberían meter clases con el si no están dispuestos a estudiar bastante, leer y poner atención en las clases. Por esto a algunas personas les va mal con el.","5"
"1576035061-11491","https://losestudiantes.co/","Veronica Uribe HanaberghHistoria del Arte","https://losestudiantes.co/universidad-de-los-andes/historia-del-arte/profesores/veronica-uribe-hanabergh","La clase es súper amena y divertida para aquellos a los que les guste el arte y la historia. De lo contrario, la clase puede ser un poco pesada. 

Creo que mejoró mucho el desorden de los temas, ahora me parece un curso muy bien estructurado. 
Si bien es cierto que es un poco ambicioso tocar todo el curso del arte desde sus inicios, creo que hay qu...
Leer más...Cons: DETESTA que no se preste atención a la clase.","5"
"1576035061-11499","https://losestudiantes.co/","Veronica Uribe HanaberghHistoria del Arte","https://losestudiantes.co/universidad-de-los-andes/historia-del-arte/profesores/veronica-uribe-hanabergh","Es increíble que al final de una de las clases la profesora dijo con orgullo que había logrado enseñar 600 años de historia del arte en hora y media de sesión. ¿A esto se ha reducido la universidad? grandes clases en lo que importa es abarcar y no profundizar en conocimiento. Sin duda una de las peores clases de la universidad.","1.9"
