web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576035023-11463","https://losestudiantes.co/","Luz Adriana Maya RestrepoHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/luz-adriana-maya-restrepo","Luz Adriana es brillante y su clase es muy interesante, las lecturas son todas muy buenas. Aunque la carga academica de la materia es un poco alta, es manejable y no es dificil dejarla en 5. 
Muchos consideran que es grosera pero personalmente me parece que no lo es sino que le gusta dejar las cosas claras y es directa. Lo mejor de la clase son las ayudas que da la profesora para los ensayos en su tiempo de atencion a los estudiantes ya que son muy utiles. Pros: No toma asistencia
Se puede dejar alta","5"
"1576034993-11288","https://losestudiantes.co/","Andres GuhlHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/andres-guhl","Es un muy buen profesor, sabe muchas cosas sobre Colombia. Su clase de geografía fue muy muy interesante. Pros: Puntual
Comprometido","5"
"1576035002-11355","https://losestudiantes.co/","Camilo Quintero ToroHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/camilo-quintero-toro","Camilo es lo mejor que existe! Vi con el Historia de los Estados Unidos por que era lo único que me cuadraba con el horario, pero realmente superó mis expectativas demasiado. Gracias a él, este es el mejor CBU que vi en toda la carrera. Su forma de explicar es perfecta, no va ni muy rápido ni muy lento, y es tan apasionado por el tema que hace que todos los estudiantes se interesen por prestar atención y aprender. Además, es demasiado querido.

Lo recomiendo para cualquiera de sus clases, es lo mejor!!Pros: - Muy apasionado por el tema
- Gran orador, es difícil aburrirse o distraerse
- Muy muy querido
- Es muy justo calificando, si se va a las clases y se hacen los trabajos a conciencia se puede obtener muy buena notaCons: - NADA","5"
"1576035017-11430","https://losestudiantes.co/","Astrid Arevalo DecsiHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/astrid-arevalo-decsi","Decsi es una de las mejores profesoras del departamento de Historia. En primer lugar, porque se desempeña muy bien en su campo de estudio, y en segundo lugar, porque siempre brinda una perspectiva económica, que muchas veces se deja de lado en la historia, y que resulta importante tener en cuenta. En cuanto a sus clases, explica de manera clara y concisa. Puede que no se muestre como la profesora más amable o amigable, pero sin duda, se interesa por darse a entender, porque uno aprenda y participe en clase. Los parciales son en clase y son preguntas para analizar y responder. Pros: Es abierta a escuchar a los estudiantes.
Explica muy bien","5"
"1576035002-11346","https://losestudiantes.co/","Camilo Quintero ToroHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/camilo-quintero-toro","Excelente profesor, explica muy bien y hace atractiva la clase. No dudaría en tomar otra clase con él. Es el mejor profesor que he tenido","5"
"1576035014-11405","https://losestudiantes.co/","Jose Ricardo Arias TrujilloHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/jose-ricardo-arias-trujillo","Sabe mucho sobre la historia de Colombia y la explica fácilmente e incluso con ejemplos. También estimula la capacidad analítica de los estudiantes y le gusta la participación en clase. Es exigente, pero creo que si se le presta la suficiente atención en clase y se complementa con las lecturas que da, puede dejar una nota alta.","4.5"
"1576035023-11455","https://losestudiantes.co/","Luz Adriana Maya RestrepoHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/luz-adriana-maya-restrepo","Es clara en las explicaciones, aunque a veces se pueden tornara tediosas.","3.9"
"1576035002-11337","https://losestudiantes.co/","Camilo Quintero ToroHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/camilo-quintero-toro","Es un profesor increible. Todo lo que dice es muy inspirador y al final del curso, se te cambia por completo la forma de pensar. Pros: - Muy amable
- Churro
- Sabe mucho
- TODO es perfecto en esta clase y con el","5"
"1576034997-11297","https://losestudiantes.co/","Mauricio Nieto OlarteHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/mauricio-nieto-olarte","Mauricio es un excelente académico y profesor que se nota que lo que hace lo apasiona y se interesa genuinamente por que sus estudiantes se interesen en la clase a pesar de la magnitud de estudiantes que maneja.","3"
"1576035014-11396","https://losestudiantes.co/","Jose Ricardo Arias TrujilloHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/jose-ricardo-arias-trujillo","Ha sido una de las peores clases que he visto. Me salvó leerme el libro que el mismo escribió","1.9"
"1576035014-11401","https://losestudiantes.co/","Jose Ricardo Arias TrujilloHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/jose-ricardo-arias-trujillo","Pros: Lecturas interesantes
Amplio dominio de los temas
Da espacio de participación a los estudiantes
Cons: Los monitores califican muy duro","4.6"
"1576034997-11306","https://losestudiantes.co/","Mauricio Nieto OlarteHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/mauricio-nieto-olarte","Creo que es un profesor que sabe mucho del tema pero parece que esto es una desventaja porque empieza a hablar sin parar y a divagar con temas que menciona a medias y dice que después se verán, y cuando se ven no tiene la profundidad esperada porque divaga sobre otros temas. 
Respecto a este CBU debo admitir que es el CBU más aburrido que he visto, las lecturas eran en su mayoría largas pero prácticamente era todo lo que el profesor volvía a decir en clase, entonces uno prefiere leer y faltarse algunas de esas clases tan largas y aburridas. Los  temas que se manejan son sobre historia del Renacimiento con algunos avances científicos, se ve menos ciencia de lo que uno se esperaría aunque se aprenden datos curiosos. 
Por último, el CBU es tipo E y no hay exámenes, tres ensayos que deben ser de 3 a 4 páginas y un ensayo final de 5 páginas (Los temas son sugeridos y prácticamente solo quieren que cites las lecturas de la clase).  Pros: Tipo E 
No hay parciales
Una clase a la semana Cons: Aburrida
No hay mucha ciencia, solo historia y más historia
Parece que te obligan a elegir tema o referencia solo las lecturas","3"
"1576035002-11338","https://losestudiantes.co/","Camilo Quintero ToroHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/camilo-quintero-toro","Me encanto la clase, en verdad sentí que estaba aprendiendo algo de cultura y era sumamente interesante. Pros: Ayuda si uno va a hablar con el.
Califica muy justo 
Las lecturas son interesantes al igual que los debates
Cons: **Toca pedir cita con los monitores antes de entregar los ensayos para estar seguro  de que te vaya bien, si no probablemente te va a ir mal o regular**
Toca estar pendiente de las fechas de entregas porque a veces es confuso
Hace quiz de asistencia a veces","5"
"1576035019-11434","https://losestudiantes.co/","Luis Eduardo Bosemberg RamirezHistoria","https://losestudiantes.co/universidad-de-los-andes/historia/profesores/luis-eduardo-bosemberg-ramirez","La clase es lo más aburrida del mundo, además la carga en lecturas es muy alta para un CBU, la verdad no deja nada la clase","2.5"
