web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576118516-1407","https://losestudiantes.co/","Alexander Murcia MazoMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/alexander-murcia-mazo","El mejor! Explica muy bien y además es muy amable. Muy recomendado.","5"
"1576118740-2869","https://losestudiantes.co/","Hernando Jose Echeverri DavilaMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/hernando-jose-echeverri-davila","He escuchado que para otros cálculos no es tan bueno pero para Vectorial (honores) es excelente. Logra desmenuzar muy bien el tema y hacerlo parecer fácil. Se aprende bastante y uno queda con una idea bastante clara de cómo resolver cada cosa. Además hace que a uno le gusten más las matemáticas.
A parte es muy querido y amable y le gusta conocer a sus estudiantes.Pros: Buen profesor
Parciales dificultad fácil-mediaCons: Un poco lento al explicar se atrasa en tema","4.8"
"1576118485-1110","https://losestudiantes.co/","Nicolas Escobar VelasquezMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/nicolas-escobar-velasquez","Es el mejor complementario de Algebra, tiene un gran manejo del tema y siempre esta dispuesto para explicar fuera de clase en pentagono.Pros:  Esta en el proyecto de Pentagono virtualCons: Los quices de esa complementaria eran humanamente imposibles!","4.5"
"1576118636-2113","https://losestudiantes.co/","Carlos Augusto Di Prisco de VenanziMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/carlos-augusto-di-prisco-de-venanzi","Es muy tierno y chistoso y se preocupa porque los estudiantes entiendan, a veces se puede enredar al realizar un ejercicio y eso hace que mucha gente se aburra. Siempre esta abierto a preguntas y reacciona bien ante las correcciones.Pros: Parciales fáciles.
Elimina la la nota de (no me acuerdo si del peor o los dos peores quices)Cons: A veces de enreda en los ejercicios.
Su humor es muy de abuelito así que hay que tenerle paciencia.","4.1"
"1576118667-2264","https://losestudiantes.co/","Mikhail MalakhaltsevMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/mikhail-malakhaltsev","Si tienes tiempo de estudiar un poco por tu cuenta y hacer todo el taller antes del parcial puede ser buen profesor. No obstante, no lo recomiendo pues explica confuso.Pros: Sabe mucho
Es amable 
Talleres parecidos a los parcialesCons: Explicaciones un poco confusas 
Califica duro","3.5"
"1576118647-2197","https://losestudiantes.co/","Daniel Alberto Donado RinconMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/daniel-alberto-donado-rincon","es un profesor muy amable y explica muy bien, sus parciales son lograblesPros: ayuda mucho si lo buscas por fuera de clase para entender un tema mejor","5"
"1576118501-1180","https://losestudiantes.co/","Michael Anton HögeleMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/michael-anton-hogele","Buena persona, muy amable y atento. Definitivamente mejoró a partir de sus criticas e hizo un esfuerzo por cambiar. Parcial muy acorde a los que aparece en los libros (los ejercicios los saca del libro) y hace una curva buena. En probabilidad, los parciales eran un poco más complicados pero eran muy logrables y con la curva era difícil perderlos. A...
Leer más...Pros: Buena Persona
Curvas
Parciales normalesCons: Se enfoca demasiado en las demostraciones","4"
"1576118564-1626","https://losestudiantes.co/","Mauricio Velasco Grigori 🎖Matemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/mauricio-velasco-grigori","Mauricio demustra la pasión de una persona por algo. Su emoción se transmite en clase y dan ganas de ir. Quiero hacer enfasis en que su habilidad para explicar es extraordinaria, si tiene una duda, pregunte que va a entender. Pros: Explica muy bien
bien organozado en el tablero
resulve dudas
disponible fuera de horario de claseCons: No","5"
"1576118585-1800","https://losestudiantes.co/","Carolina Benedetti VelasquezMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/carolina-benedetti-velasquez","Se nota que Carolina es una profesora que se preocupa por la clase y la prepara. Sin embargo, a veces no responde adecuadamente las preguntas y se limita a realizar un solo ejemplo del tema... o una mini demostración, lo cual, resulta poco útil. Aun así, la recomiendo porque sus explicaciones lo dejan a uno preparado... aunque los temas se ven demasiado rápido (creo que es más un problema del diseño de la clase). Finalmente, sugiero que cambien el libro porque no explica nada.
También, Carolina es excelente en su horario de atención... muy dedicada!Pros: se preocupa por la clase.
Parciales sencillos.
Quices fáciles.
Explica bien.Cons: Pocos ejemplos.
Explicación muy rápida.","4.2"
"1576118740-2865","https://losestudiantes.co/","Hernando Jose Echeverri DavilaMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/hernando-jose-echeverri-davila","Es una excelente persona, se preocupa por sus estudiantes solo que sus clases se pueden tornar monotonas y lentas. Los parciales son faciles y si lo buscas el con gusto te atiende.Pros: -Excelente como persona
Cons: -Clase monotona 
-No explica muy bien pero si hace muchos ejercicios","5"
"1576118591-1862","https://losestudiantes.co/","Ferney Benitez CastroMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/ferney-benitez-castro","Pros: Es muy buena gente, es divertido y ciertos temas los explica muy bien. Así mismo sus parciales no son difíciles. Cons: En ciertos temas no se le entiende nada y va muy rápido en las clases.","3.5"
"1576118725-2682","https://losestudiantes.co/","Alicia Perez GutierrezMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/alicia-perez-gutierrez","Alicia es una gran persona y profesora. Se preocupa por sus estudiantes y hace ejemplos claros de cada uno de los temas. Ademas, es muy organizada y respeta el programa del curso. Sus parciales son algo difíciles, pero es muy lograble dejarla en 4.","4.5"
"1576118585-1772","https://losestudiantes.co/","Carolina Benedetti VelasquezMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/carolina-benedetti-velasquez","Es una de las mejores profesoras que he tenido de Cálculo. Es una profesora dedicada a lo que está enseñando, enseñándolo con mucha pasión y conocimientos. Está dispuesta a resolver las dudas de cualquier personas en cualquier momento incluso personas que no son de su sección que quieran llegar a la clase. Hace muchos ejercicios en clase que ayudan a preparar parciales y siempre está dispuesta a hablar con los estudiantes para discutir dificultades, dudas, lo que sea. Tiene una actitud muy positiva en clase, lo cual ayuda a aprender muchísimo más. Pros: Pros: 
-Hace talleres y ejercicios en clase que ayudan a los parciales 
-Explica muy bien 
-Dispuesta a resolver dudas 
-Pregunta lo que enseña Cons: Cons: 
-No usa sicua, sino una página en google que al comienzo es extraño, pero es de costumbre. 
- A veces su voz es tan pasiva que puede llegar a dar sueño a algunos estudiantes","4"
"1576118588-1826","https://losestudiantes.co/","Maricarmen Martinez BaldaresMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/maricarmen-martinez-baldares","Muy buena persona, atiende cualquier duda de la mejor manera. Nunca faltó el respeto a nadie. Explica bien y exige bastante, por lo que hay que dedicarle mucho tiempo. Nada grave si se asiste a clases y se practica en la complementaria y afuera. Vi diferencial e integral.Pros: siempre resuelve dudasCons: las clases pueden tornarse monotonas","4.5"
"1576118510-1347","https://losestudiantes.co/","Ahmed OuldMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/ahmed-ould","Ahmed sabe del tema, y realmente se preocupa porque todos aprendan. Sin embargo, del 100% de la clase sólo le entendí a él el 30% , lo restante lo aprendí en monitorias y en conceptos del libro, se me hizo muy complicado entenderle , se salta muchos pasos por lo que si te descuidas unos minutos del tablero ya estas perdido, cree que somos super dotados y se disgusta cuando alquien le pregunta algo. Al final del semestre la clase se hace mas amena y mas agradable y él , le baja un poco a su genio. Pros: - Parciales fáciles
- Nunca deja tareas para calificar
Cons: - Gruñón
- Le molesta que hable en clase
- Cree que se tiene todo el tiempo para dedicarle 100% a la materia 
-  No deja sacar celular 
- Es egocentrico
- Le gusta que el 100% de la clase se le este mirando 
- Le molesta que le pregunten","3"
"1576118447-926","https://losestudiantes.co/","Eliana Lucero Barriga TurriagoMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/eliana-lucero-barriga-turriago","Eliana es una persona muy amable, se preocupa por sus estudiantes y porque entiendan, algunas explicaciones pueden ser muy enredadas, recomiendo que siempre lleven la clase preparada, sin embargo, ella siempre realiza un taller que se debe entregar el día del parcial, el cuál es de una dificultad media y los temas del taller son los mismos del parc...
Leer más...Pros: -Se preocupa por sus estudiantes
-Es muy amable
-Es muy justa en sus exámenesCons: -Puede enredarse
-A veces va muy rápido","4.8"
"1576118485-1111","https://losestudiantes.co/","Nicolas Escobar VelasquezMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/nicolas-escobar-velasquez","Nicolás es el mejor complementario que he tenido. Super comprometido, siempre estaba dispuesto a resolver dudas y en la clase hacía muchos ejercicios tipo parcial, por lo que lo dejaba a uno 100% preparado. 
Antes de los parciales y del final, abría espacios para que uno pudiera ir a resolver preguntas, además del horario de atención.
Por lo general, se quedaba más tiempo después de la complementaria resolviendo dudas y es super organizado. 
Es muy fácil dejar la complementaria alta si uno asiste a todas, y aunque al principio manda quices complicados, al final del semestre fue super relajado y  ayudó mucho. Pros: Organzado
explica bien
da espacios además de la complementaria para resolver dudas
muy comprometido","5"
"1576118569-1676","https://losestudiantes.co/","John GoodrickMatemáticas","https://losestudiantes.co/universidad-de-los-andes/matematicas/profesores/john-goodrick","Goodrick no tiene un excelente manejo del español lo que puede dificultar el entendimiento de los temas. Si bien hace curvas, sus parciales son difíciles- Cons: Parciales díficiles.","3.4"
